common_name,train_count,test_count,total_count
White-faced Quail-Dove,1,0,1
White-faced Whistling Duck,10,0,10
White-flanked Antwren,7,0,7
White-fronted Manakin,1,0,1
White-fronted Nunbird,1,0,1
White-fronted Parrot,13,0,13
White-fronted Tern,1,0,1
White-fronted Tit,1,0,1
White-fronted Woodpecker,3,0,3
White-gaped Honeyeater,1,0,1
White-headed Pigeon,2,0,2
White-headed Stilt,11,9,20
White-headed Wren,1,0,1
White-lined Antbird,4,0,4
White-lined Tanager,2,0,2
White-lipped Tree Frog,12,0,12
White-lored Antpitta,1,0,1
White-lored Spinetail,1,0,1
White-lored Tyrannulet,2,0,2
White-lored Warbler,1,0,1
White-mantled Barbet,1,0,1
White-mantled Tamarin,1,0,1
White-naped Brush-Finch,4,0,4
White-naped Honeyeater,17,10,27
White-naped Jay,4,0,4
White-naped Xenopsaris,2,0,2
White-necked Crow,4,0,4
White-necked Laughingthrush,1,0,1
White-necked Raven,1,0,1
White-necked Thrush,5,0,5
White-nosed Coati,1,0,1
White-plumed Honeyeater,3,0,3
White-rimmed Brush-Finch,1,0,1
White-rumped Munia,1,0,1
White-rumped Sandpiper,3,0,3
White-rumped Shama,38,77,115
White-rumped Swallow,1,0,1
White-rumped Tanager,2,0,2
White-shouldered Antbird,1,0,1
White-shouldered Antshrike,2,0,2
White-shouldered Fire-eye,5,0,5
White-shouldered Starling,3,0,3
White-shouldered Tanager,3,0,3
White-sided Flowerpiercer,1,0,1
White-spectacled Bulbul,3,0,3
White-spotted Flufftail,4,0,4
White-spotted Sawyer,1,0,1
White-spotted Woodpecker,1,0,1
White-starred Robin,2,0,2
White-striped Free-tailed Bat,2,0,2
White-striped Warbler,2,0,2
White-striped Woodcreeper,4,0,4
White-tailed Deer,21,12,33
White-tailed Eagle,3,0,3
White-tailed Goldenthroat,1,0,1
White-tailed Hawk,2,0,2
White-tailed Jay,2,0,2
White-tailed Kite,7,0,7
White-tailed Ptarmigan,1,0,1
White-tailed Robin,10,0,10
White-tailed Trogon,1,0,1
White-throated Antbird,1,0,1
White-throated Antpitta,2,0,2
White-throated Crake,2,0,2
White-throated Dipper,12,6,18
White-throated Fantail,1,0,1
White-throated Flycatcher,2,0,2
White-throated Gerygone,22,31,53
White-throated Honeyeater,1,0,1
White-throated Hummingbird,5,0,5
White-throated Kingfisher,22,21,43
White-throated Magpie-Jay,10,0,10
White-throated Nightjar,5,0,5
White-throated Quail-Dove,2,0,2
White-throated Robin-Chat,3,0,3
White-throated Rock-Thrush,4,0,4
White-throated Screech-Owl,2,0,2
White-throated Seedeater,1,0,1
White-throated Spadebill,5,0,5
White-throated Sparrow,550,100,650
White-throated Swift,29,22,51
White-throated Thrush,2,0,2
White-throated Tinamou,1,0,1
White-throated Toucan,11,7,18
White-throated Towhee,1,0,1
White-throated Treecreeper,87,100,187
White-throated Tyrannulet,4,0,4
White-throated Woodcreeper,1,0,1
White-tipped Dove,60,24,84
White-tipped Plantcutter,4,0,4
White-tipped Quetzal,1,0,1
White-vented Myna,1,0,1
White-vented Plumeleteer,1,0,1
White-vented Violetear,2,0,2
White-whiskered Laughingthrush,9,0,9
White-whiskered Spinetail,1,0,1
White-winged Becard,21,6,27
White-winged Black-Tyrant,1,0,1
White-winged Chough,20,14,34
White-winged Coot,1,0,1
White-winged Crossbill,45,43,88
White-winged Dove,95,81,176
White-winged Fairywren,1,0,1
White-winged Guan,1,0,1
White-winged Parakeet,4,0,4
White-winged Potoo,1,0,1
White-winged Shrike-Tanager,1,0,1
White-winged Snowfinch,5,0,5
White-winged Swallow,1,0,1
White-winged Tanager,1,0,1
White-winged Tit,1,0,1
White-winged Triller,8,0,8
Whitebelly Reed Frog,1,0,1
Whitewing Grassland Cicada,1,0,1
Whooper Swan,25,17,42
Whooping Crane,1,0,1
Whooping Motmot,2,0,2
Wilcox's Frog,1,0,1
Wild Boar,7,0,7
Wild Turkey,67,54,121
Willet,16,17,33
Williamson's Sapsucker,2,0,2
Willie Wagtail,37,51,88
Willis's Antbird,1,0,1
Willow Flycatcher,205,95,300
Willow Grouse,3,0,3
Willow Tit,109,98,207
Willow Warbler,310,100,410
Wilmatte's Bumble Bee,1,0,1
Wilson's Phalarope,1,0,1
Wilson's Plover,2,0,2
Wilson's Snipe,100,42,142
Wilson's Warbler,203,85,288
Wing-banded Antbird,2,0,2
Wing-banded Hornero,8,0,8
Wing-banded Wren,2,0,2
Wing-barred Piprites,4,0,4
Wing-barred Seedeater,1,0,1
Winter Wren,351,100,451
Wompoo Fruit Dove,17,0,17
Wonga Pigeon,11,16,27
Wood Cricket,14,31,45
Wood Duck,90,45,135
Wood Frog,529,100,629
Wood Pigeon,209,100,309
Wood Sandpiper,10,10,20
Wood Stork,2,0,2
Wood Thrush,878,100,978
Wood Warbler,166,100,266
Woodchat Shrike,3,0,3
Woodchuck,10,0,10
Woodhouse's Scrub-Jay,41,25,66
Woodhouse's Toad,20,26,46
Woodland Grasshopper,3,0,3
Woodland Kingfisher,5,0,5
Woodland Meadow Katydid,1,0,1
Woodlark,81,91,172
Worm-eating Warbler,50,38,88
Wren-like Rushbird,9,10,19
Wrentit,184,80,264
Wrestler Frog,4,0,4
Wrinkle-lipped Bat,1,0,1
Wrinkled Toadlet,1,0,1
Wyoming Ground Squirrel,1,0,1
Xingu Scale-backed Antbird,1,0,1
Yaeyama Kajika Frog,2,0,2
Yelkouan Shearwater,1,0,1
Yellow Bumble Bee,1,0,1
Yellow Canary,3,0,3
Yellow Cardinal,1,0,1
Yellow Grass-ticker,3,0,3
Yellow Grosbeak,2,0,2
Yellow Honeyeater,2,0,2
Yellow Oriole,1,0,1
Yellow Rail,17,0,17
Yellow Tit,8,0,8
Yellow Tree Frog,9,0,9
Yellow Tyrannulet,3,0,3
Yellow Warbler,436,100,536
Yellow-backed Oriole,48,0,48
Yellow-bellied Elaenia,15,0,15
Yellow-bellied Flycatcher,54,22,76
Yellow-bellied Glider,7,12,19
Yellow-bellied Greenbul,6,0,6
Yellow-bellied Marmot,5,0,5
Yellow-bellied Prinia,33,16,49
Yellow-bellied Sapsucker,134,92,226
Yellow-bellied Seedeater,5,0,5
Yellow-bellied Tit,1,0,1
Yellow-bellied Toad,15,13,28
Yellow-bellied Treefrog,4,0,4
Yellow-bellied Tyrannulet,1,0,1
Yellow-bellied Wattle-eye,1,0,1
Yellow-billed Babbler,7,0,7
Yellow-billed Barbet,1,0,1
Yellow-billed Blue Finch,2,0,2
Yellow-billed Cacique,9,0,9
Yellow-billed Cardinal,2,0,2
Yellow-billed Cuckoo,245,95,340
Yellow-billed Duck,1,0,1
Yellow-billed Grosbeak,3,0,3
Yellow-billed Jacamar,1,0,1
Yellow-billed Loon,1,0,1
Yellow-billed Magpie,20,9,29
Yellow-billed Tern,1,0,1
Yellow-billed Tit-Tyrant,1,0,1
Yellow-breasted Antpitta,4,0,4
Yellow-breasted Antwren,1,0,1
Yellow-breasted Brush-Finch,1,0,1
Yellow-breasted Bunting,3,0,3
Yellow-breasted Chat,196,100,296
Yellow-breasted Crake,1,0,1
Yellow-breasted Flycatcher,4,0,4
Yellow-breasted Tailorbird,1,0,1
Yellow-breasted Warbling-Antbird,3,0,3
Yellow-browed Antbird,3,0,3
Yellow-browed Bulbul,3,0,3
Yellow-browed Bunting,1,0,1
Yellow-browed Shrike-Vireo,1,0,1
Yellow-browed Sparrow,1,0,1
Yellow-browed Tody-Flycatcher,4,0,4
Yellow-browed Warbler,18,12,30
Yellow-cheeked Chipmunk,1,0,1
Yellow-chevroned Parakeet,17,21,38
Yellow-chinned Spinetail,10,6,16
Yellow-collared Lovebird,1,0,1
Yellow-collared Macaw,1,0,1
Yellow-crested Cockatoo,1,0,1
Yellow-crowned Barbet,3,0,3
Yellow-crowned Bishop,1,0,1
Yellow-crowned Euphonia,4,0,4
Yellow-crowned Night-Heron,4,0,4
Yellow-crowned Parakeet,1,0,1
Yellow-crowned Parrot,9,0,9
Yellow-crowned Redstart,1,0,1
Yellow-crowned Tyrannulet,1,0,1
Yellow-eared Parrot,5,0,5
Yellow-eyed Babbler,3,0,3
Yellow-eyed Junco,3,0,3
Yellow-faced Flameback,1,0,1
Yellow-faced Grassquit,6,0,6
Yellow-faced Honeyeater,58,73,131
Yellow-faced Parrotlet,1,0,1
Yellow-footed Antechinus,1,0,1
Yellow-footed Gull,3,0,3
Yellow-fronted Canary,2,0,2
Yellow-fronted Tinkerbird,2,0,2
Yellow-fronted Woodpecker,6,0,6
Yellow-green Grosbeak,2,0,2
Yellow-green Vireo,27,14,41
Yellow-headed Blackbird,32,19,51
Yellow-headed Brush-Finch,1,0,1
Yellow-headed Caracara,13,7,20
Yellow-headed Parrot,2,0,2
Yellow-hooded Blackbird,8,0,8
Yellow-legged Gull,19,13,32
Yellow-legged Thrush,11,0,11
Yellow-legged Tinamou,2,0,2
Yellow-naped Parrot,13,0,13
Yellow-olive Flycatcher,21,8,29
Yellow-rumped Cacique,8,0,8
Yellow-rumped Marshbird,1,0,1
Yellow-rumped Thornbill,1,0,1
Yellow-rumped Tinkerbird,8,0,8
Yellow-rumped Warbler,292,100,392
Yellow-rumped Widowbird,1,0,1
Yellow-spotted Honeyeater,2,0,2
Yellow-spotted Rock Hyrax,1,0,1
Yellow-spotted Tree Frog,8,0,8
Yellow-striped Poison Frog,2,0,2
Yellow-striped Reed Frog,1,0,1
Yellow-tailed Black-Cockatoo,80,100,180
Yellow-tailed Oriole,2,0,2
Yellow-throated Bunting,1,0,1
Yellow-throated Flycatcher,2,0,2
Yellow-throated Frog,1,0,1
Yellow-throated Honeyeater,5,0,5
Yellow-throated Longclaw,6,0,6
Yellow-throated Marten,1,0,1
Yellow-throated Nightingale-Thrush,1,0,1
Yellow-throated Scrubwren,1,0,1
Yellow-throated Sparrow,1,0,1
Yellow-throated Tinkerbird,4,0,4
Yellow-throated Vireo,179,100,279
Yellow-throated Warbler,74,74,148
Yellow-throated Wood-Warbler,6,0,6
Yellow-throated Woodpecker,1,0,1
Yellow-tufted Honeyeater,1,0,1
Yellow-tufted Pipit,1,0,1
Yellow-tufted Woodpecker,1,0,1
Yellow-vented Bulbul,19,22,41
Yellow-whiskered Greenbul,1,0,1
Yellow-winged Blackbird,7,0,7
Yellow-winged Cacique,13,0,13
Yellow-winged Flycatcher,2,0,2
Yellow-winged Tanager,8,0,8
Yellowbelly,103,27,130
Yellowhammer,210,100,310
Yellowish Flycatcher,3,0,3
Yellowish Pipit,6,0,6
Yellowish-bellied Bush-Warbler,4,0,4
Yolanda's tuco-tuco,1,0,1
Yosemite Toad,1,0,1
Yucatán Casque-headed Tree Frog,2,0,2
Yucatán Flycatcher,2,0,2
Yucatán Jay,4,0,4
Yucatán Nightjar,2,0,2
Yucatán Poorwill,1,0,1
Yucatán Squirrel,2,0,2
Yucatán Woodpecker,2,0,2
Yungas Manakin,3,0,3
Yungas Pygmy-Owl,1,0,1
Yungas Tyrannulet,1,0,1
Zebra Dove,19,13,32
Zeledon's Antbird,2,0,2
Zenaida Dove,3,0,3
Zimbabwe Banana Frog,1,0,1
Zimmer's Antbird,1,0,1
Zimmer's Woodcreeper,1,0,1
Zipping Ambertail,266,25,291
Zitting Cisticola,45,68,113
Zone-tailed Hawk,5,0,5
argus reed frog,1,0,1
black-winged shieldback,1,0,1
de Ávila Pires's Humming Frog,1,0,1
four-ridged toad,2,0,2
grass snake,1,0,1
greenhall's dog-faced bat,1,0,1
mangrove cicada,1,0,1
manzanita cicada,1,0,1
map weevil,1,0,1
particolored bat,1,0,1
prairie mole cricket,2,0,2
red-backed toadlet,2,0,2
screaming tree frog,3,0,3
syncopated scaly cricket,1,0,1
ʻApapane,21,32,53
